location,location_normalized,username,date,rating,text,text_en,business_response,source,filename
ПокеРамен,PokeRamen,Расиля Булдакова,2024-07-16,5,"Очень атмосферно. Вкусно. Приятные официанты. Очереди, чтобы поесть ☺",,,Yandex Maps (JSON),yandex-poke-7.json
ПокеРамен,PokeRamen,Валерия Ермашова,2023-10-13,4,"В самом кафе все хорошо, если забыть что нельзя забронировать столик, 20 минут в дождь стоять не удобно кончено, вкусная еда вопросов нет. Заказала домой, доставка от 2х часов, это я понять могу вечер пятницы. Привезли суп- был разлит. Павлову -крем весь стек на контейнер, безе у Павловой ужасно твердое, вилкой ели расколотишь 
Доставка платная. Вряд ли буду заказывать доставку больше. ",,,Yandex Maps (JSON),yandex-poke-7.json
ПокеРамен,PokeRamen,Евгений Газя,2024-02-27,5,"Будьте осторожны со специями и острым перцем! Заведение превосходное, атмосфера приятная, обслуживание на высоте, порции безупречные! Остался доволен всем!",,,Yandex Maps (JSON),yandex-poke-7.json
ПокеРамен,PokeRamen,Мария,2025-08-10,2,"До вчерашнего дня несколько раз были в парке Горького и пользовались доставкой, вчера решили посетить веранду на Куйбышева, остались не довольны, рядом пела очень громко какая-то группа, понимаем, что не ваше заведение, но все-таки, можно было как-то договориь с руководском соседнего бара, а том что не всем нравится слушать музыку так громко. 
А также не подходил официант почти 20 минут, ходили рядом, смотрели, возможно оценивали, но так и не подошли. 
После Куйбышева уехали в парк Горького и прекрасно там провели время. 
",,,Yandex Maps (JSON),yandex-poke-7.json
ПокеРамен,PokeRamen,Дарья Аксаментова,2023-06-19,3,"Что касается еды, то правда, очень вкусная) Но что касается обслуживания, в моем случае это было ужасно. Приходила с семьей на ужин, понятное дело, людей много. Администратор спросила куда нас посадить, когда придет наша очередь, и мы ответили, что лучше в зале, тк на улице было холодно.
Когда пришла наша очередь, нас позвали и посадили на улице, то есть, я понимаю, что мнение гостей не особо учитывалось)))) 
Далее, когда принесли нам заказ, мы естественно начали есть, тут прибегает товарищ официант и забирает одно блюдо, и уносит его к тому, кому на самом деле оно должно было попасть. То есть другому гостю отнесли блюдо, которое уже попробовал другой человек. 
Это была странная ситуация, пересмотрите работу официантов пожалуйста. 
 И насчет подачи напитков, нам чай принесли в чайнике, который остыл спустя 2 минуты, мы даже попить не успели, на улице не -20 было, чтобы чай так быстро остыл.
Так что заключение такое, доставка у них классная)) а вот в само заведение идти не советую. ",,,Yandex Maps (JSON),yandex-poke-7.json
ПокеРамен,PokeRamen,Эд В.,2023-01-21,5,"Заведение чумачечее!!! Изначально когда данное заведение находилось на Комсомольском проспетекте они позиционировали себя как лучший Том Ям в городе.... и это факт лучший Том Ям в городе в Поке Рамен!!!! Котэны молодцы!!! Когда хочется Том Ям с женой идем не обсуждая только сюда!!! В целом кухня - бомба! Атмосфера - бомба! Настроение обслуживающего персонала - всегда позитив (видимо благодаря хозяйке, которая супермегамолодец). Единственный минус...мало места в заведении.
P.S. Поке Рамен спасибо всем за то, что вы делаете свое дело качественно и со своим специфическим форматом! К Вам хочется возвращаться вновь и вновь",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Александра П.,2023-12-08,3,"Сама кухня, место, вайб и персонал максимально крутые, проработанные.  Стоит хотя бы раз забежать в это место, если живете/гостите в Перми.
Но есть одно большое НО - доставка. Ни один курьер еще ни разу не приехал в заявленное время, здесь мы даже не учитываем просьбу постараться по возможности чутка быстрее, чтобы уложиться в обеденное время. Идет именно превышение и опоздание относительно максимального времени ожидания, на 20 минут, 30 и тд..Доставка не на край города, а в центр. Как такое получается не совсем понятно, оправдываются пробками - смотришь по картам, а пробок-то и нет. Позвонить и предупредить о том, что курьер задержится? Тоже мимо! В результате сидишь голодный и нервный, потому что не успеваешь пообедать, хотя заказал все с первыми минутами открытия приема заказов. Печально, что с этим как будто бы и не работают совсем, потому что когда говоришь об этом кому-то, то отвечают, что это норма для их доставки. 
О самих курьерах - приезжают и либо ""морда кирпичом, иду напролом"", грубо говорят, либо удивленно хлопают глазками с фразой ""ой, я так сильно опоздал??"" (к сожалению, даже без извинений или благодарности за терпеливое ожидание)
Операторы же на телефоне доставки выступают в роли гонца с плохими, то есть по сути даже сделать ничего не могут с этими курьерами, вынуждены извиняться за чужие косяки, вызванивать курьеров. Вот их жаль. Очень надеюсь, что этот вопрос наконец-то решится, а пока три звезды. Поэтому если вы хотите попробовать их кухню, советую приходить в само место, тогда вы и вкусно поедите, и сбережете нервы.",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Даша Худеньких,2025-05-28,5,"Нам с подругой очень понравилось! Очень атмосферное кафе, эстетично. Персонал вежливый, добрый, ну супер) ",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Глеб Мерзляков,2023-12-06,5,"Прекраснейшее кафе в городе с прекраснейшей атмосферой, персонал лучший, приветливый,  всегда поможет если что то не понятно, еда вкусная что поке рамены что обычные почти вся еда кроме пельменей они такие себе а так хочется возвращаться туда не смотря на цены",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Диана,2024-04-07,2,"Нужно расширять заведение, очень много желающих посидеть внутри, а такой возможности увы нет, всегда все занято
всегда беру поке с лососем, к нему вопросов нет. 
не положили приборы при заказе с собой, пришлось напомнить об этом 
в хорошую погоду можно выставлять летнюю веранду, чтобы люди ощутили всю атмосферу заведения, там же очень красиво, сейчас весна, есть теплые деньки ",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,ЕВГЕНИЯ МИХАЙЛОВА,2023-03-20,4,"Отличные ланчи, вкусный лосось в понзу, ролы не их конек, не советую. Порции большие, чек 700-1000 огромный минус это нехватка мест, приходится стоять ждать пока кто нибудь уйдёт. Атмосфера у них замечательная, персонал очень приветливый и веселый. Еще у них есть замечательна бургерная «место есть» советую к посещению.",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,НАГИТО МОЙ,2025-09-07,5,"очень вкусно и быстро готовят, полноценно можно покушать на тысячу рублей, всем советую",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,lizacotelnikova,2025-07-07,3,"Цены растут, а обслуживание нет!
Хотели расположиться на летнике, сказали, что на летник не сажают, т.к. прошел дождь (дождь прошел давно, было всё сухо), хотя люди на летнике спокойно сидели!

После того, как посадят, минут 7 приходится ждать меню, затем минуты через 2 подходит официант сделать заказ. Просишь подойти еще немного позже, и сидишь ждешь, когда про тебя вспомнят)) особенно на дальних стульях за баром, про эти места будто официанты вообще забывают, поставьте тогда кнопки для вызова, иначе никак не привлечь их внимание)",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Юлия Мичкова,2025-08-23,5,"Очень вкусная азиатская кухня. Хороший выбор блюд. Очень вкусные супы и десерты (Моти, панакотики). Порции большие. Если хочется вкусно пообедать, это хороший выбор",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Евгений Скорых,2025-04-05,5,"Хороший ресторан. Вкусная еда, быстрая подача, вежливые сотрудники. ",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Дмитрий Дробыш,2024-05-12,5,"Отличное место, шикарная обстановка.  Очень широкий ассортимент меню. Приготовленно на высшем уровне.",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Алексей Алейников,2023-11-11,3,"Кухня неплохая, но места мало. Плечики корявые - куртки от прохода официантов валятся. 

Из двух блюд, что взял на месте, в каждом был косяк: в супе курица жесткая как резина, жуёшь с трудом; в павловой начинка безе липкая как ириска, одни страдания есть такой десерт. Хотя с виду такой десерт выглядит очень мило (см. фото)",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Ирина Б,2025-06-13,5,"Отличное место!
Супы тут фирменное блюдо, от них ожидаешь хорошее качество и получаешь хорошее качество

Отдельно отмечу вкусную утку по-сычуаньски и лимонного цыплёнка. И моти, которые тут готовят сами. Самый вкусный моти - с взрывной карамелью.",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,elafbykova,2023-11-16,5,"Самый вкусный том ям в городе. Обязательно стоит попробовать моти. Очень атмосферное место, большие очереди на посадку, но это того стоит 😍",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Максим Ульянов,2024-03-24,5,"Персонал очень вежливый, заведение опрятное, красивое. Еда - просто 11/10!  Не смогу назвать подобное заведение в Перми на тему Азиатской еды, где был бы ""Ценник < Качество"". Готовят по времени от нагрузки, но в целом быстро.",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Алина Н.,2024-06-23,1,"Прождали сначала 20 минут в очереди, но это ладно. Посадили, потом ждали официанта минут 10, и тут отключили свет никто ничего не говорит, персонал разбежался и только минут через 10 подошли и сказали что ничего не могут сделать. Спасибо большое за 40 минут потраченного времени в никуда  ",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Жанна Ш.,2023-02-20,3,"Впервые посетила это заведение. Честно говоря, непонятно, почему такой восторг в отзывах. Да, находится в очень уютном переулке в центре города. По вечерам все красиво подсвечено. 
Внутри ужасно тесно. Неудобная вешалка для одежды мимо которой официанты проносят посетителям готовые блюда. Полное отсутствие элементарных санитарных норм. Дверь на улицу постоянно открывается. Поэтому даже при минус  5 внутри сидеть холодно.Правда заботливые официанты предлагают пледы.
Следующий пункт-еда. Понравился лимонад. Он был в бутылке. И моти, традиционный японский десерт. Остальное просто невкусно. От слова совсем. Если человек хоть раз бывал в Азии и ел там оригинальную еду, блюда в Поке рамен кажутся просто несьедобными. Какой-то слишком кислый том-ям. Морепродуктов в блюдах мало. 
И последний пункт-это стулья. Абсолютно неудобные барные стульчики. Просидеть на них больше 15 минут тяжело. Возможно, это задумка владельцев для ускорения потока посетителей. В азиатских кафе маленькие стульчики, но на них хотя бы можно нормально сидеть. 
Уровень цен абсолютно не соответствует формату этого заведения. В городе есть как минимум 3 ресторана азиатской кухни в такой ценовой категории, но качество еды  и обслуживания там выше на порядок: Тсуру, Пекин,Рис лапша.
Итог: своеобразная экзотика по не соотвествующим ценам.",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Елизавета Ч.,2024-07-23,4,"Не знаю насчет еды, но обслуживание ужасное! Зашла в кафе, поздоровалась и ждала когда на меня обратят внимание… я не услышала ничего… хоть рядом стояли официанты…
Уверена, что еда вкусная, но обслуживание желает лучшего, поэтому минус одна звезда",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Оксана Вертунова,2025-03-12,5,"Место, где всё продумано до мелочей! Вкусно очень! Тесновато, но на то оно и кафе быстрого питания, чтоб не рассаживались 😁 Любителям азиатской кухни рекомендую. ",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Alex Niorthr,2024-12-12,5,"Отличная еда за свою цену. Единственный минус - огромные очереди. Персонал вежливый, антураж интересный, ",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Денис,2024-03-11,5,"гениальное место. отличный выбор раменлв, фо, томямов. есть очень острые и совсем не острые позиции. очень френдли офики. почти всегда плотная посадка. для острых супов дают молоко))))",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Александр Белых,2024-03-23,5,"Крутое заведение!  Очень качественный и сбалансированный по вкусу том ям, а также другие блюда включая десерты это просто 🔥. В следующий раз обязательно планирую посетить это чудесное заведение!",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Анатолий Л.,2023-05-20,5,"Это нечто))) Три раза там был, один раз оттуда заказывал. Пока успел попробовать:
1) поке с лососем (это что-то невероятное) - 10 из 10;
2) хрустящие баклажаны с томатами (действительно хрустящие, всё, до последнего) - 10 из 10;
3) том ям с морепродуктами (сытно, много, в том числе и морепродуктов) - 10 из 10;
4) ананасы кимчи (немного острые, своеобразно) - 8 из 10;
5) сет много лосося (лосося много, от жаренных ролов с 3-мя видами рыбы ожидал много большего) - 7 из 10;
6) карри рамен с морепродуктами (очень много, вкусно, сытно) - 8 из 10.",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Кирилл К.,2024-07-11,1,"Сразу скажу , что мой отзыв будет отрицательным , посетил в канун Нового года и остался не доволен , супом Том Ям , порция супа очень мала за такую стоимость , к тому же принесли теплым пока ел остыл до холодного , за это замечание только извинились и все на этом , не советует сам обхожу стороной .",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Tvoya Alina,2023-08-27,5,"Очень классное место, особенно летом!😁 сотрудники очень оперативно нашли место, хотя была полная посадка. Девушка официант сориентировала по меню, что где добавляют и градус остроты. Ну и Моти покорили мое сердечко )) p.s. Пробовала потом Моти в других местах, могу сказать, что в Поке они самые вкусные и выгодные по цене. Рекомендую 🫶",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Andreeva Ksenya,2023-11-28,5,самое любимое заведение пан-азиатской кухни! очень радует новый ремонт в заведении и дружный коллектив сотрудников. летом и зимой готовы ждать очередь ради поке),,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,ДаNiK 27,2023-02-24,5,"Замечательное место в китайском стиле.
Вежливый и обходительный персонал(невероятно быстрая подача блюд), удобный location и что самое главное очень вкусная еда.(особенно запомнился Том Ям с обилием морепродуктов))",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Настя Седова,2023-05-04,4,"Место атмосферное. Красиво все, глаз завораживает. Порции большие. Не представляю как можно одному человеку весь ланч съесть. Мне только 1 блюдо влезло. Цена/ качество соответствует. Персонал всегда поможет с выбором блюд, все объяснят в подробностях и подскажут, что выбрать. Жаль места мало. Не посидеть по 2 часа с подружкой. Чисто прийти поесть и уйти.",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Максим П.,2023-03-13,5,"Если вы всё-таки выстояли в очереди сюда, то вашим вознаграждением станут огромнейшие порции наивкуснейших рамена, том-яма или поке. 
Отличная атмосфера и прикольные официанты, создающие ощущение, что тут все свои. 
А очереди... Ну это следствие популярности, причем вполне обоснованной
",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Ирина Коробейникова,2024-07-17,5,"В этой сети кормят не плохо, есть очень интересные блюда. Приятно посидеть и пообщаться с друзьями. Обслуживание быстрое, сотрудники вежливые.",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Сергей Н.,2025-09-15,4,"Минус одна звезда за то, что места мало и иной раз приходится ждать место на улице.  А по еде очень даже не плохо ",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Наталья Гладких,2024-06-17,5,"Очень приятное заведение. Красивая атмосфера и вкусная еда. Можно покушать в самом кафе, есть также доставка. Рекомендую!",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Мария Монахова,2023-07-04,5,"Атмосферное место с вкусной кухней и недорогими ценами. Время ожидания столика вечером около 15 минут, есть лавочки для ожидающих. В последнее посещение очень порадовало, что персонал относится с заботой не только к людям, но и к четвероногим посетителям. Официанты принесли миску с водой и угощения для собаки. Это одно из любимых мест в городе)",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Ирина,2023-11-04,4,"Очень вкусно!
Но мало места)
Посадочные места - как повезет, есть комфортные а есть не очень.
Оригинальное оформление подняло настроение.
Рекомендую!",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Густав,2024-02-13,5,"Стильно, модно, молодежно, очень вкусно! Постоянно куча народа. Быстро пришёл, поел, ушёл. Атмосферно. В будние дни есть комбо ланчи.",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Виктория Кривошеина,2024-04-12,5,"Здесь можно найти все на свой вкус! Еда невероятно вкусная и сытная. 
Коллектив приятный, было особенно приятно общаться, а так же наблюдать за их взаимодействием. 
Домашняя атмосфера, советую заглянуть сюда всем, вы не пожалеете💋",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Владислав,2024-06-21,5,"Моё уважение, вкус полный улёт, сервис топ, я в восторге. Лучшее заведение в своём роде. Хоть и был в Перми проездом, но теперь обязательно к посещению каждый раз, если буду мимо проезжать ",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Дарья З.,2023-07-04,5,"Спустя 1 посещение и 3 доставки могу сказать, что место - топ! По еде нареканий не было вообще + вкусняшки для шабаки это прям супермило. Сегодня заказали доставку, менеджер сразу предупредила, что пробки, и доставка 1.40-1.50 (а я живу в отдаленном районе). Спустя час мне позвонили, сказали, что курьеры стоят в пробке. И знаете что сделали ребята? Они не извинились, что доставка задерживается, они отправили еду яндекс посылкой! Блин, клиентоориентированность просто пушка, лосось в роллах и соотношение начинка/рис - сказка, время ожидания - 2 бокала вина. Очень приятное заведение 👌",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Diana Kharisova,2024-09-23,3,"Вкусно, но это все плюсы. Мест тёплых очень мало, пришлось ждать на улице. Заказ делают нереально долго, при этом могут вообще забыть про него. Мне подали не очень свежий поке, потом была встреча с туалетом ",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Юлия Шестакова,2024-02-29,5,"Любимая паназиатская кафешка.
Плюсы - вкусно, колоритно, атмосферно, по цене тоже ок.
Минусы- фиг попадешь, только через очередь в минут 30. Обычно ничего страшного, но в минус 30 приходится стоять в без того маленьком тамбуре и мешаться официантам.🤪
Из пожеланий- верните резиночки и солонки ""котики"". Детям это заходило больше для игры, чем раскраски.",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Наталия М.,2023-06-18,5,"маствизит место!!!!!!! очень советую к посещению, еда остренькая и соленая, но каждый сможет найти что-то для себя! обслуживание и сервис просто отличные, порции огромные, к каждой детали относятся с большим вниманием. 
меню разнообразное, но я больше всего люблю поке с креветками и рамен со свининой. мясо и морепродукты здесь одни из саааамых вкусных в перми",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Илья Иванов,2023-07-23,5,"В тесноте, да не в обиде, так можно сказать про это место!
Антуражно, стильно, интересно, сытно и вкусно, но по китайски тесно :) 
Нам пришлось ждать своей очереди около получаса, ждали там-же, во дворике, укутавшись в мягкие пледы и изучая меню (довольно затейливое, кстати).
Вобщем если вы голодны и есть свободное время - рекомендую!",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Дарья Сметанина,2023-12-22,5,"Были там 2 раза и за эти разы, это заведение стало действительно любимым. Вкусная еда, крутые официанты, уютная атмосфера. Очень крутые и полноценные ланчи, мне кажется одни из самых лучших в Перми в плане ланчей. 🙌❤️",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Юлия Дьяконова,2024-12-15,3,"Всегда всё было хорошо,но сегодня при просьбе не добавлять кинзу,положили кинзу прямо в том ям. Деньги на ветер,том ям мы не поели.Будьте внимательны пожалуйста к просьбе клиента",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Николай Бармин,2024-01-10,5,"Тут один из самых вкусных Том Ям в городе, своя стилистика заведения отправляет тебя в маленький Китай. Тут часто бывает так, что места просто нет, но это не плохо, ведь заведение очень популярно!)",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Елена Б.,2024-06-14,5,"Стильный интерьер, вкусная еда, дружелюбная атмосфера. Рекомендую",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Артём Селезнёв,2023-03-11,5,"Хорошее место со своей атмосферой, в подходящем стиле, отличный персонал и вкусная еда, цены приемлемые, а порции большие и очень сытные, как раз в духе японских обедов. Также персонал отзывчивый и приветливый, никто не обидит и внимательно, осторожно приносят твою еду.",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Эльвира,2025-02-20,5,"Посещать не посещали, но доставку оформляем стабильно. Безумно вкусно, очень приятные и вежливые менеджеры на связи всегда учтут пожелания👍🏻 Ну и конечно собака, она тоже в восторге и с нетерпением ждет своего презента🥰",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Надежда Пермякова,2023-08-10,5,"Для первого раза  всё  замечательно! Вкусно очень оказалось  всё, что заказали! Очень уютно (мы сидели внутри), несмотря на большое количество  посетителей. И даже девушка-официантка Юша не испортила общего впечатления, хотя обслуживала нас  так, будто мы в воскресенье  в 8 утра пришли прямо к ней  домой и сказали:""приготовь-ка суп том ям""😅
В общем, придём ещё!",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Alexandr Reznov,2024-08-03,5,"Офигенное заведение, еда вкуснейшая, необычная стилистика, круто оыормденное меню, зачёт",,,Yandex Maps (JSON),yandex-poke-6.json
ПокеРамен,PokeRamen,Анастасия Павлюченко,2025-07-11,5,"Интересное, атмосферное местечко. Бизнес ланч очень понравился)))",,,Yandex Maps (JSON),yandex-poke-11.json
ПокеРамен,PokeRamen,Маша Колесова,2023-06-26,1,"были первый раз, место немного переоценено
начнём по порядку:
атмосфера безумно крутая, мне понравилось, даже рядом с рестораном уже веет, так сказать)
место хорошее, в центре города и легко найти.

по еде:
оочень много лука... с парнем потом шутили, что пришли лук поесть, немного перебивает вкус, спросили у официанта, сказала, что со всеми супами так (
ещё о том кха: курица была очень большими кусками.... прям большими, даже пришлось на 2-3 части ломать, чтобы в ложку влезла (

про официантов:
может это нам такая попалась или мы так ее восприняли, но девушка как то не по ""братишески"", как выразился парень, себя вела.
обращалась к нам как к старым друзьям и говорила не очень уместные фразочки ...

дополняю отзыв спустя полгода. пришла сегодня в 13:05, в 13:20 принесли меню, после и еду, поке задержали, в 13:40 сидела, ждала пока принесут счет и унесут посуду, так и не дождалась... в 13:55 попросила счет, слава богу, принесли. опоздала на межгородний автобус, спасибо ресторану за ""быструю работу"".
понимаю, если бы я была не одна или ресторан загружен, дак нет, зал полупустой. 
не было бы так обидно, если бы всех с такой скоростью обслуживали, но девушка рядом пришла, когда я ела поке, и ушла на 10 минут раньше... еда вкусная, но все это впечатление мажется ожиданием и персоналом",,,Yandex Maps (JSON),yandex-poke-11.json
ПокеРамен,PokeRamen,Полина Кукаркина,2022-11-05,2,"Заказали еду на дом. Привезли два холодных супа, недоготовленную холодную картошку фри. Ребят, не беритесь за доставку, если не можете привезти горячую еду. Да, у нас отдаленный район(Нагорный), но существуют термосумки! А здесь наш заказ привезли в полиэтиленовом пакете. Больше заказывать  не будем в данном заведении. ",,,Yandex Maps (JSON),yandex-poke-11.json
ПокеРамен,PokeRamen,💗,2023-07-13,5,"Местечко топ, очень вкусно👍🏻😍
внутри красиво и комфортно👍🏻
Илья Поварницин просто суперский официант, обслужил как надо, улыбчивый парень!) 
Только из-за него приду еще раз🙏🏻",,,Yandex Maps (JSON),yandex-poke-11.json
ПокеРамен,PokeRamen,Ирина Барская,2023-04-10,5,"Обожаю, очень вкусно, атмосферно и душевно. Ребята молодцы! 
Достаточно сложно сесть в часы пик, но ожидание стоит того :)) летом ситуация будет лучше с открытием летника ",,,Yandex Maps (JSON),yandex-poke-11.json
ПокеРамен,PokeRamen,Екатерина Е.,2023-04-17,5,"Спасибо официанту Никите за созданный вайб в наш вечер с подругой. Ты невероятный лапочка. Еда очень вкусная , обслуживание хорошее,никто не обидел 🥰",,,Yandex Maps (JSON),yandex-poke-11.json
ПокеРамен,PokeRamen,Anton Petrov,2022-07-21,3,"Для человека искушенного, пробовавшего настоящие корейские, китайские, вьетнамские, японские, тайваньские блюда в соответствующих странах, тут делать почти нечего. Для любителей «русского» рамен - вполне норм. Сама атмосфера вполне на уровне, с пивом были какие-то косяки, когда нам сказали, что нет Кирин, а в холодильнике за кассой я его увидел. Наврали☺️ Для своих берегут. ",,,Yandex Maps (JSON),yandex-poke-11.json
ПокеРамен,PokeRamen,Ekaterina Politova,2024-04-03,5,"Очень вкусная еда, большие порции, соотношение цена-качество на отлично! Очень приятное место)",,,Yandex Maps (JSON),yandex-poke-11.json
ПокеРамен,PokeRamen,Solo Party,2022-05-30,5,"Фантастическое место. В самой середине города притаился кусочек если не Токио, то какой-нибудь Осаки уж точно. Готовят явно со знанием дела, а не просто чтоб от остроты лицо плавилось, хотя при желании можно и это устроить. Всё очень хрустящее, пряное и сытное, да и цены для такой кухни весьма сдержанные. Рекомендую изо всех сил.",,,Yandex Maps (JSON),yandex-poke-11.json
ПокеРамен,PokeRamen,Евгения И,2022-08-08,5,"Место просто супер от интерьера в стиле китайской улочки до обслуживания!!! Отдельно отметить стоит все блюда!!! Большие порции, невероятно вкусные и сытные!!! По вашим предпочтениям предложат вам убрать кинзу или чеснок и тд!!! Брони нет, есть живая очередь. Было забавно ожидать ее на ящиках, необычно как минимум!!! Рекомендую",,,Yandex Maps (JSON),yandex-poke-11.json
ПокеРамен,PokeRamen,Михайлов И.С.,2022-11-11,5,Отличное место. Вкусно готовят. Цены нормальные. Отличный том ям. Ланч очень сытный и стоит недорого. Во всём соблюдается восточная атмосфера.,,,Yandex Maps (JSON),yandex-poke-11.json
ПокеРамен,PokeRamen,Людмила Праволеловп,2023-10-08,4,"Еда необычная, вкусная, официанты расторопные, приветливые. Посадка в порядке очереди не очень удобна!!! Столики не бронируют. ",,,Yandex Maps (JSON),yandex-poke-11.json
ПокеРамен,PokeRamen,Мария,2024-04-19,5,"Очень классное, атмосферное место!
Ребята готовят невероятный том ям 🔥🤤
Были там компанией друзей, все наелись и были очень довольны 😎 ",,,Yandex Maps (JSON),yandex-poke-11.json
ПокеРамен,PokeRamen,Марина,2023-02-10,1,"Атмосфера подходит далеко не всем: очень мало места, тесно, музыка громкая настолько, что спустя несколько минут начинает болеть голова, душно (скорее всего в помещении плохо работает вентиляция), все в ярком красном свете, бронирования столиков нет и места для ожидания своего столика тоже - зимой приходится мерзнуть на улице в ожидании. В туалете жара, вытяжка не работает, вешалка для одежды общая прямо у выхода (уноси кто хочет как говорится), одежда трется об чужую. Про официантов вообще отдельная история....Девушка за соседним столиком пожаловалась на волос в тарелке, суп унесли, через минуту к нашему столику поднеслась официантка (видимо администратор зала или старший официант)  начала расспрашивать нас что нам не понравилось в супе, на ответ ""это не наш"" ответила в грубой форме. Один раз сходить узнать как там - сойдет, но больше не пойду.",,,Yandex Maps (JSON),yandex-poke-11.json
