image_url,photo_id,user_id,date_human,annotation_text_description,annotation_user_intent,annotation_has_building
"https://sun9-29.userapi.com/s/v1/ig1/pfW86YLq5SJY0rbo-iDvlvVmAb3Ic_8qaZQQSGrB5V5gAP18ft4iTQPK4ZWu7UrxkRzHUw.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,960x960&from=bu&cs=960x0",440111890,14722266,2016-10-13 06:53:29,"Два человека сидят на синих креслах в аудитории; слева молодой человек в светлой кофте и джинсах, справа человек в темном костюме и очках; потолок усыпан яркими квадратными светильниками, в зале видны ряды кресел",показать группу людей в аудитории,False
"https://sun9-78.userapi.com/s/v1/if1/OHWB8553xdN_dPLJFkLOYQtfcNt6dQacWmDZ65nixLY21cy6CYaGfdILCrUpyPKfAZusXL28.jpg?quality=96&as=32x27,48x40,72x60,108x90,160x134,240x201,360x301,480x402,540x452,640x536,720x603,960x804&from=bu&cs=960x0",456240994,269898165,2018-09-07 09:10:56,"Человек в купальнике идёт по берегу к воде, вид сзади; море, песок и голубое небо с облаками.","показать человека на пляже, идущего к воде",False
"https://sun9-60.userapi.com/s/v1/ig2/LWKJbk0XBZoJUz0ooe68JJncWEcvxWhEvFi_iIGKMSzrj7mpTvFavIM52mHsaKYrXbbcnULYs1uazM1mCRdV_s1Q.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x214,240x321,360x481,480x642,540x722,640x855,720x962,1080x1444,1197x1600&from=bu&cs=1197x0",457239266,-214801568,2022-10-23 06:51:11,Девушка в розовом пальто и военной кепке позирует у кирпичной стены на улице.,показать костюм/одежду,True
"https://sun9-78.userapi.com/s/v1/if2/LwictXLEPGbYumz8ng2rM-2Y_d20aT-_ogCZ4MIrB-X0es233fjj5s4ZgNuKqHtoSIURy67VTc7ZFtHTjbHjIO--.jpg?quality=95&as=32x24,48x36,72x54,108x82,160x121,240x182,360x272,480x363,540x409,640x484,720x545,1080x817,1280x969,1440x1090,1600x1211&from=bu&cs=1600x0",457259862,237883497,2022-11-14 16:47:57,Женщина в темном пальто сидит на красной железной лестнице внутри помещения; вокруг теплое освещение с гирляндами.,портрет человека на лестнице,True
"https://sun9-11.userapi.com/s/v1/ig1/OqD8DZTLLyQPFZiEEHAXOtDqqrXNwSJHowYkXRrmVsE_a38eQpjBs7uiaUZNGYP0i6Usrt9L.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640&from=bu&cs=480x0",456239652,-46008634,2017-10-10 12:11:26,"На длинных столах в помещении расставлены голубые пластиковые пакеты и черные мусорные мешки, на переднем столе лежит белая крышка от контейнера.",показать мусор и упаковку на столах внутри помещения,False
"https://sun9-77.userapi.com/s/v1/ig1/XYmi2b5SQPoheVi_AG5yDy7b6Yt0yBL2sWGXpoL58p9y7M3aoOwtOCuOHDGJDIebd_p82G0Y.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640&from=bu&cs=480x0",456239664,-46008634,2017-10-10 12:12:25,"Группа мужчин в белых талитах вокруг деревянного ковчега/шкафа внутри синагоги; видна деревянная ограда-перила, тёплое освещение и потолочные панели.",задокументировать молитвенную сцену,True
"https://sun9-31.userapi.com/s/v1/ig1/zMqfp0jk9PaFe_ymAIDn7o6HrDI3EL1-hf0uyiGl3yxJWCY0ZryrfHCCZB0NOmKJdbqZE5hT.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640&from=bu&cs=480x0",456239658,-46008634,2017-10-10 12:11:51,Много кусочков арбуза в белой миске на столе,показать еду,False
"https://sun9-11.userapi.com/s/v1/ig2/Tq2oB9mPSwtMAWRWQtmMOHQE2uQAfgrC7jH54KAlA4OhqCNimP81Vs29ujiQ77yr8aO17mZ4Qc9UjfBfYIYNQuIx.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1920x2560&from=bu&cs=1920x0",457245768,-194619161,2024-11-11 12:19:11,Женщина в черном пуховике на снегу на улице; фон — городская улица с магазинами и украшениями.,показать одежду,True
"https://sun9-61.userapi.com/s/v1/ig2/H2LSoZazIegyHltUF4cWRAH3C0SWj8TQjl8ojrJuJPfm7wqVM_bdcGjgBVf-5fvrzcGDc8xBFUOjS9CfQHsMS3h7.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0",457240469,-179988268,2020-09-02 08:48:17,"Полуобзор человека в помещении магазина; держит черный рюкзак перед собой, в кадре видны пол и витрина, на зеркале рядом написано ""Рюкзак - 2350 ₽""",показать рюкзак,True
"https://sun9-58.userapi.com/s/v1/ig1/Jb3POBZuBm7AfE1J_bqocjPgr2KKpYjuaYMTrdvCMG7PUhC03rPSdRIrEOtZAQYq-1wSO72-.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0",457239965,-179988268,2019-10-16 18:31:55,"Женщина в магазине делает селфи в полном зеркале, держит красно-коричневую сумку, на фоне витрины с одеждой и светлого пола.",сделать селфи,False
"https://sun9-6.userapi.com/s/v1/if2/O4CLs3qy4zZbzaVwd_Hq2E_Wtp9qUhpdiIKKNCzAZNvZZTJ2uqxySDhUl5pmuFgt_DY7rk9YpleiJUd3KdDQcP6N.jpg?quality=96&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1280x960,1440x1080,2560x1920&from=bu&cs=2560x0",305062123,211883514,2013-06-13 12:38:49,"Внутри магазина одежды: витрины и полки с рубашками и галстуками, два желтых кубических пуфика на белой плитке.",показать одежду,False
"https://sun9-25.userapi.com/s/v1/ig2/4OgCCTnriz78Yat5wYzYRv-Hq7_rF_CmSKqHahPCQacaFqJ6eLvX7dC5k6XmfGlDQbA8PBV7Or5fbyHQ300QaJcj.jpg?quality=96&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1280x1707,1440x1920,1620x2160&from=bu&cs=1620x0",457240100,-199296109,2022-11-21 13:44:34,Стойка с монитором на верхушке и бело-черное устройство/гарнитуры на подставке в помещении галереи; на стене вокруг расположены маленькие фотографии.,показать экспонат технологического устройства на выставке,False
"https://sun9-67.userapi.com/s/v1/ig2/hLqjPXPK6j9FPiulL9--hlhBz2qXt1GcWTe8HXbPbG1Q2gQ89Wo0AqubZr5jehEtaWkKP5MnqTOU9UP9nLP3nY63.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,1080x1440,1104x1472&from=bu&cs=1104x0",457240497,260152867,2022-09-10 13:22:14,"Двое людей (пожилая женщина и ребёнок) стоят на узкой городской улице под подвешенными красными китайскими фонарями. По сторонам — кирпичные здания и лавки, видны вывески.",показать группу людей на улице под яркими фонарями,True
"https://sun9-64.userapi.com/s/v1/ig2/4O6RJLY-mn-YzJm7bM83o1LJ50RiviSoI2Ler_iIURggRGBBvfsJN5-hbTZ44_UxKJ1QUC2F-Nffe-HLceX9-Ifk.jpg?quality=95&as=32x57,48x85,72x128,108x192,160x284,240x427,360x640,480x853,540x960,640x1138,720x1280,900x1600&from=bu&cs=900x0",457259860,237883497,2022-11-14 16:47:49,"Яркий уличный мурал на стене, изображающий женщину в голубой одежде и красном платье; над сценой висят лампы. Перед стеной стоит человек в черной куртке.",задокументировать городскую сцену,True
"https://sun9-30.userapi.com/s/v1/ig1/NPlY8sNUoqcoQKYmGvBHHwYiayWY8dUNo0PUX5eE77gELp1hmHyYUMp2yj9TzAk73SllKYOT.jpg?quality=96&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080,1280x1280,1440x1440,2047x2047&from=bu&cs=2047x0",456260464,276032859,2018-05-06 17:07:19,Человек в темной одежде сидит на перилах возле стеклянной стены с граффити.,задокументировать городскую сцену,True
